Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site	pulse count
1582	Spectrogram 1	1	12651.998200000	12652.249095971	3242.857	3457.143	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	51.9982	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.0640	0.1280	green	anuran	pulse	LVR	
1583	Spectrogram 1	1	12653.602100000	12653.861956540	3242.857	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	53.6021	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.0640	0.1280	green	anuran	pulse	LVR	
1584	Spectrogram 1	1	12655.098500000	12655.367317111	3242.857	3500.000	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	55.0985	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.4167	0.1667	0.2500	0.5000	0.6667	0.0640	0.1280	green	anuran	pulse	LVR	
1585	Spectrogram 1	1	12656.371000000	12656.639817111	3228.571	3500.000	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	56.3710	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.0640	0.1280	green	anuran	pulse	LVR	
1586	Spectrogram 1	1	12657.562700000	12657.813595971	3228.571	3500.000	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	57.5627	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.4545	0.1818	0.2727	0.5455	0.7273	0.0640	0.1280	green	anuran	pulse	LVR	
1587	Spectrogram 1	1	12659.005400000	12659.292138252	3214.286	3485.714	S1130_048K_LVR_10458035_20250520_000000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_000000.flac	59.0054	3375.000	3351.562	3351.562	3375.000	3398.438	23.438	46.875	0.3846	0.1538	0.2308	0.4615	0.6154	0.0640	0.1280	green	anuran	pulse	LVR	
1652	Spectrogram 1	1	24023.638000000	24023.879935400	3271.429	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	23.6380	3421.875	3351.562	3375.000	3539.062	3562.500	164.062	210.938	0.5000	0.0000	0.4000	0.7000	1.0000	0.0640	0.2133	green	anuran	pulse	LVR	
1653	Spectrogram 1	1	24022.034000000	24022.266974830	3285.714	3528.571	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	22.0340	3398.438	3351.562	3375.000	3445.312	3515.625	70.312	164.062	0.5000	0.0000	0.4000	0.8000	1.0000	0.0853	0.2133	green	anuran	pulse	LVR	
1658	Spectrogram 1	1	24032.589600000	24032.840495970	3285.714	3557.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	32.5896	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4545	0.0000	0.3636	0.7273	0.9091	0.0853	0.2133	green	anuran	pulse	LVR	
1661	Spectrogram 1	1	24034.704300000	24034.982077681	3242.857	3442.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	34.7043	3375.000	3328.125	3375.000	3398.438	3421.875	23.438	93.750	0.4167	0.3333	0.3333	0.5833	0.8333	0.0640	0.1280	green	anuran	pulse	LVR	
1665	Spectrogram 1	1	24037.078800000	24037.365538252	3271.429	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	37.0788	3421.875	3351.562	3375.000	3539.062	3562.500	164.062	210.938	0.4167	0.0000	0.3333	0.5833	0.8333	0.0640	0.2133	green	anuran	pulse	LVR	
1671	Spectrogram 1	1	24047.186400000	24047.464177681	3300.000	3542.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	47.1864	3421.875	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4167	0.0000	0.3333	0.6667	0.8333	0.0853	0.2133	green	anuran	pulse	LVR	
1674	Spectrogram 1	1	24049.973100000	24050.232956540	3300.000	3542.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	49.9731	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4545	0.0000	0.3636	0.7273	0.9091	0.0853	0.2133	green	anuran	pulse	LVR	
1677	Spectrogram 1	1	24051.854800000	24052.186341103	3242.857	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	51.8548	3445.312	3351.562	3398.438	3539.062	3562.500	140.625	210.938	0.4667	0.0667	0.3333	0.9333	0.9333	0.1920	0.2773	green	anuran	pulse	LVR	
1678	Spectrogram 1	1	24053.252700000	24053.539438251	3214.286	3457.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	53.2527	3398.438	3328.125	3375.000	3421.875	3445.312	46.875	117.188	0.4167	0.3333	0.4167	0.6667	0.8333	0.0640	0.1280	green	anuran	pulse	LVR	
1679	Spectrogram 1	1	24053.575200000	24053.870898822	3257.143	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	53.5752	3421.875	3351.562	3375.000	3539.062	3562.500	164.062	210.938	0.3846	0.0000	0.3077	0.5385	0.7692	0.0640	0.2133	green	anuran	pulse	LVR	
1682	Spectrogram 1	1	24055.788500000	24056.030435400	3271.429	3557.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	55.7885	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.5000	0.0000	0.4000	0.7000	1.0000	0.0640	0.2133	green	anuran	pulse	LVR	
1683	Spectrogram 1	1	24057.553800000	24057.831577681	3271.429	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	57.5538	3421.875	3351.562	3375.000	3539.062	3562.500	164.062	210.938	0.4167	0.0000	0.3333	0.5833	0.8333	0.0640	0.2133	green	anuran	pulse	LVR	
1685	Spectrogram 1	1	24059.256300000	24059.525117111	3285.714	3557.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	59.2563	3421.875	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4167	0.0000	0.3333	0.6667	0.8333	0.0853	0.2133	green	anuran	pulse	LVR	
1686	Spectrogram 1	1	24059.569900000	24059.892480533	3228.571	3442.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	59.5699	3375.000	3304.688	3375.000	3398.438	3421.875	23.438	117.188	0.4286	0.2857	0.3571	0.7143	1.0000	0.1067	0.2133	green	anuran	pulse	LVR	
1703	Spectrogram 1	1	24006.353000000	24006.630777681	3214.286	3428.571	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	6.3530	3375.000	3328.125	3375.000	3398.438	3421.875	23.438	93.750	0.4167	0.3333	0.3333	0.5833	0.8333	0.0640	0.1280	green	anuran	pulse	LVR	
1704	Spectrogram 1	1	24007.634400000	24007.921138252	3171.429	3485.714	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	7.6344	3398.438	3328.125	3375.000	3421.875	3445.312	46.875	117.188	0.3846	0.3077	0.3846	0.6923	0.7692	0.0853	0.1280	green	anuran	pulse	LVR	
1706	Spectrogram 1	1	24008.996400000	24009.301059392	3214.286	3442.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	8.9964	3375.000	3328.125	3375.000	3398.438	3421.875	23.438	93.750	0.3846	0.3077	0.3077	0.5385	0.7692	0.0640	0.1280	green	anuran	pulse	LVR	
1708	Spectrogram 1	1	24010.179200000	24010.537622815	3200.000	3542.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	10.1792	3421.875	3304.688	3375.000	3492.188	3539.062	117.188	234.375	0.5333	0.0667	0.3333	0.9333	0.9333	0.1920	0.2773	green	anuran	pulse	LVR	
1709	Spectrogram 1	1	24011.953400000	24012.222217111	3285.714	3557.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	11.9534	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4545	0.0000	0.3636	0.7273	0.9091	0.0853	0.2133	green	anuran	pulse	LVR	
1714	Spectrogram 1	1	24014.946200000	24015.241898823	3242.857	3571.429	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	14.9462	3421.875	3351.562	3375.000	3539.062	3562.500	164.062	210.938	0.3846	0.0000	0.3077	0.5385	0.7692	0.0640	0.2133	green	anuran	pulse	LVR	
1715	Spectrogram 1	1	24015.627200000	24015.904977682	3214.286	3485.714	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	15.6272	3398.438	3351.562	3375.000	3421.875	3445.312	46.875	93.750	0.4167	0.3333	0.4167	0.6667	0.8333	0.0640	0.1280	green	anuran	pulse	LVR	
1717	Spectrogram 1	1	24016.406800000	24016.720419963	3257.143	3542.857	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	16.4068	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.3846	0.0000	0.3077	0.6154	0.7692	0.0853	0.2133	green	anuran	pulse	LVR	
1719	Spectrogram 1	1	24017.840500000	24018.145159393	3257.143	3600.000	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	17.8405	3421.875	3351.562	3375.000	3539.062	3585.938	164.062	234.375	0.3846	0.0000	0.3077	0.5385	0.7692	0.0640	0.2133	green	anuran	pulse	LVR	
1720	Spectrogram 1	1	24019.435500000	24019.695356540	3271.429	3557.143	S1130_048K_LVR_10458035_20250520_001500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_001500.flac	19.4355	3398.438	3351.562	3375.000	3445.312	3539.062	70.312	187.500	0.4545	0.0000	0.3636	0.7273	0.9091	0.0853	0.2133	green	anuran	pulse	LVR	
1721	Spectrogram 1	1	13204.793900000	13205.080638252	3357.143	3628.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	4.7939	3492.188	3398.438	3468.750	3562.500	3609.375	93.750	210.938	0.4615	0.0000	0.2308	0.8462	1.0000	0.1707	0.2773	green	anuran	pulse	LVR	
1722	Spectrogram 1	1	13203.700700000	13203.987438252	3228.571	3485.714	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	3.7007	3328.125	3257.812	3281.250	3445.312	3468.750	164.062	210.938	0.5000	0.0000	0.2500	0.7500	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
1723	Spectrogram 1	1	13203.414000000	13203.664895970	3371.429	3628.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	3.4140	3492.188	3398.438	3445.312	3539.062	3609.375	93.750	210.938	0.5000	0.0000	0.1000	0.7000	1.0000	0.1280	0.2133	green	anuran	pulse	LVR	
1724	Spectrogram 1	1	13201.989200000	13202.258017111	3242.857	3442.857	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	1.9892	3304.688	3257.812	3281.250	3351.562	3421.875	70.312	164.062	0.5455	0.0000	0.3636	0.8182	1.0000	0.1067	0.2347	green	anuran	pulse	LVR	
1725	Spectrogram 1	1	13201.899600000	13202.186338252	3385.714	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	1.8996	3515.625	3421.875	3468.750	3585.938	3632.812	117.188	210.938	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1727	Spectrogram 1	1	13200.385300000	13200.663077681	3385.714	3700.000	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	0.3853	3515.625	3421.875	3468.750	3609.375	3679.688	140.625	257.812	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1728	Spectrogram 1	1	13206.505400000	13206.827980533	3357.143	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	6.5054	3515.625	3398.438	3468.750	3585.938	3632.812	117.188	234.375	0.5333	0.0000	0.2000	0.8000	1.0000	0.1920	0.3200	green	anuran	pulse	LVR	
1729	Spectrogram 1	1	13208.145200000	13208.431938252	3371.429	3628.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	8.1452	3492.188	3398.438	3468.750	3562.500	3609.375	93.750	210.938	0.4615	0.0000	0.2308	0.8462	1.0000	0.1707	0.2773	green	anuran	pulse	LVR	
1730	Spectrogram 1	1	13209.910400000	13210.134414259	3400.000	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	9.9104	3515.625	3421.875	3468.750	3585.938	3632.812	117.188	210.938	0.4000	0.0000	0.1000	0.7000	1.0000	0.1280	0.2133	green	anuran	pulse	LVR	
1731	Spectrogram 1	1	13211.227600000	13211.487456540	3371.429	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	11.2276	3515.625	3398.438	3468.750	3585.938	3632.812	117.188	234.375	0.4545	0.0000	0.1818	0.7273	1.0000	0.1280	0.2347	green	anuran	pulse	LVR	
1732	Spectrogram 1	1	13213.924700000	13214.247280533	3314.286	3671.429	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	13.9247	3515.625	3351.562	3445.312	3585.938	3632.812	140.625	281.250	0.5000	0.0000	0.2143	0.8571	1.0000	0.1920	0.2987	green	anuran	pulse	LVR	
1733	Spectrogram 1	1	13217.338700000	13217.607517111	3214.286	3457.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	17.3387	3304.688	3257.812	3281.250	3398.438	3445.312	117.188	187.500	0.5000	0.0000	0.3333	0.7500	1.0000	0.1067	0.2560	green	anuran	pulse	LVR	
1734	Spectrogram 1	1	13219.677400000	13219.937256541	3200.000	3400.000	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	19.6774	3304.688	3210.938	3281.250	3328.125	3375.000	46.875	164.062	0.5455	0.0000	0.2727	0.8182	1.0000	0.1280	0.2347	green	anuran	pulse	LVR	
1738	Spectrogram 1	1	13220.044800000	13220.331538252	3285.714	3642.857	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	20.0448	3492.188	3304.688	3398.438	3539.062	3609.375	140.625	304.688	0.5385	0.0000	0.2308	0.8462	1.0000	0.1707	0.2773	green	anuran	pulse	LVR	
1740	Spectrogram 1	1	13221.451600000	13221.738338251	3342.857	3628.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	21.4516	3492.188	3351.562	3445.312	3562.500	3609.375	117.188	257.812	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1742	Spectrogram 1	1	13222.885300000	13223.198919963	3342.857	3685.714	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	22.8853	3515.625	3375.000	3468.750	3585.938	3679.688	117.188	304.688	0.5000	0.0000	0.2143	0.8571	1.0000	0.1920	0.2987	green	anuran	pulse	LVR	
1744	Spectrogram 1	1	13224.534000000	13224.829698823	3314.286	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	24.5340	3492.188	3328.125	3445.312	3585.938	3632.812	140.625	304.688	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1746	Spectrogram 1	1	13226.182800000	13226.469538251	3314.286	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	26.1828	3492.188	3328.125	3445.312	3585.938	3632.812	140.625	304.688	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1749	Spectrogram 1	1	13227.553800000	13227.876380533	3214.286	3428.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	27.5538	3304.688	3257.812	3281.250	3351.562	3421.875	70.312	164.062	0.5000	0.0000	0.2857	0.7143	0.9286	0.1280	0.2773	green	anuran	pulse	LVR	
1753	Spectrogram 1	1	13231.586000000	13231.890659392	3185.714	3457.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	31.5860	3304.688	3187.500	3281.250	3375.000	3445.312	93.750	257.812	0.4615	0.0000	0.3077	0.7692	1.0000	0.1280	0.2773	green	anuran	pulse	LVR	
1756	Spectrogram 1	1	13233.458800000	13233.745538252	3214.286	3442.857	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	33.4588	3304.688	3257.812	3281.250	3351.562	3421.875	70.312	164.062	0.5833	0.0000	0.3333	0.8333	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
1758	Spectrogram 1	1	13235.421100000	13235.707838252	3371.429	3742.857	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	35.4211	3515.625	3398.438	3468.750	3609.375	3703.125	140.625	304.688	0.5000	0.0000	0.1667	0.8333	1.0000	0.1707	0.2560	green	anuran	pulse	LVR	
1759	Spectrogram 1	1	13236.944400000	13237.258019962	3242.857	3428.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	36.9444	3304.688	3257.812	3281.250	3375.000	3421.875	93.750	164.062	0.5000	0.0000	0.2857	0.7143	0.9286	0.1280	0.2773	green	anuran	pulse	LVR	
1760	Spectrogram 1	1	13237.302900000	13237.589638252	3300.000	3657.143	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	37.3029	3492.188	3304.688	3421.875	3562.500	3632.812	140.625	328.125	0.5385	0.0000	0.2308	0.8462	1.0000	0.1707	0.2773	green	anuran	pulse	LVR	
1762	Spectrogram 1	1	13238.414000000	13238.691777682	3214.286	3428.571	S1130_048K_LVR_10458035_20250520_003000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_003000.flac	38.4140	3304.688	3257.812	3281.250	3351.562	3421.875	70.312	164.062	0.5833	0.0000	0.3333	0.8333	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
